repo_a,repo_b,choice,multiplier,reasoning,agreement,weight,vote_summary,juror,parent
ethereum-lists/chains,hyperledger/besu,2,10.5,"Besu is an irreplaceable Ethereum execution client with 9.2% market share, meaning Ethereum's liveness and diversity depend on it; chains is a useful but replaceable chain registry with 0 ecosystem dependents and no critical infrastructure role. Besu wins decisively on irreplaceability (execution client vs. data catalog) and adoption (9.2% client share vs. 0 dependents), justifying a 10x multiplier reflecting a core infrastructure component vs. a peripheral utility.",full,1.0,deepseek: B 10x | mistral-large: B 10x | nemotron-v1: B 8x | llama70b: B 15x,LLM_ensemble_v7,ethereum
ethereum-lists/chains,nethermindeth/nethermind,2,13.8,"Nethermind is one of only 5 major Ethereum execution clients, with 19% market share, making it irreplaceable for Ethereum's consensus and liveness — if it disappeared, Ethereum would lose nearly a fifth of its execution layer capacity. In contrast, chains is a useful but non-critical reference dataset with 0 ecosystem dependents and multiple alternatives (e.g., chainlist.org, manual RPC configs). The jury BT rank confirms this: Nethermind at #12 (+1.10) vs chains at #44 (-0.63). Nethermind wins decisively on irreplaceability (40%) and adoption (20%), while chains has no leverage advantage. A 20x multiplier reflects the extreme gap between a core execution client and a peripheral data repository.",full,1.0,deepseek: B 20x | mistral-large: B 15x | llama70b: B 15x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
ethereum-lists/chains,sigp/lighthouse,2,19.2,"Lighthouse is an irreplaceable consensus client with 50.8% market share — Ethereum would lose half its validators if it disappeared, while chains is a peripheral data repository with 0 ecosystem dependents and multiple alternatives (e.g., chainlist.org). Lighthouse's adoption at critical path (50.8% client share) vastly outweighs chains' 9,827 stars, which measure developer interest but not technical necessity. The jury BT rank confirms this: Lighthouse at #4 (+1.65) vs chains at #44 (-0.63), a gap of ~2.28 BT points, justifying a 30x multiplier as a core consensus client vs a standalone utility.",full,1.0,deepseek: B 30x | mistral-large: B 20x | nemotron-v1: B 15x | llama70b: B 15x,LLM_ensemble_v7,ethereum
ethereum-lists/chains,consensys/teku,2,9.9,"Repo 2 (consensys/teku) has 10.2% client market share as a consensus client vs Repo 1 (ethereum-lists/chains) being a standalone metadata repository with 0 ecosystem dependencies. Therefore, teku wins by 10x because irreplaceability (consensus client vs peripheral utility) and adoption at critical paths (10.2% market share vs no direct adoption in infrastructure) dominate.",full,1.0,mistral-large: B 10x | deepseek: B 8x | llama70b: B 15x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
ethereum-lists/chains,argotorg/solidity,2,19.2,"Solidity is the primary smart contract language for Ethereum with 25,584 stars, 6,667 Stack Overflow questions, and 576 commits in 12 months, while chains is a peripheral data repo with 9,827 stars and 0 ecosystem dependents. Solidity's irreplaceability is extreme: without it, virtually all Ethereum smart contract development would halt, as it is the dominant language with no viable alternative at scale. Chains, though useful for chain metadata, has multiple alternatives (e.g., chainlist.org) and zero contest repos depend on it, making it low-leverage and replaceable. The jury BT rank confirms this: Solidity is #5 (+1.57) vs chains at #44 (-0.63), a gap of 2.20 BT points, which aligns with a 30x multiplier based on the jury's calibration (e.g., ethereum/eips beat swiss-knife by 30x with a 3.86 BT gap).",full,1.0,deepseek: B 30x | mistral-large: B 20x | nemotron-v1: B 15x | llama70b: B 15x,LLM_ensemble_v7,ethereum
ethereum-lists/chains,vyperlang/vyper,2,22.8,"Vyper is the ONLY alternative EVM smart contract compiler to Solidity, making it irreplaceable for Ethereum's security and diversity (uniqueness max). It has 175,179 monthly PyPI downloads and is depended on by contest repos, while chains is a standalone data repo with 0 dependents and no critical infrastructure role. The jury BT rank confirms this: Vyper is #1 (+2.39) vs chains #44 (-0.63), a gap of ~3.0 BT points, which historically maps to a 30x multiplier (see jury precedent: vyperlang/vyper beats consensys/teku by 8x with a +2.08 BT gap; here the gap is larger). Chains, despite high stars, is a peripheral utility with many alternatives (e.g., chainlist.org), so Vyper wins decisively on irreplaceability and uniqueness.",full,1.0,deepseek: B 30x | mistral-large: B 30x | nemotron-v1: B 15x | llama70b: B 20x,LLM_ensemble_v7,ethereum
ethereum-lists/chains,nomicfoundation/hardhat,2,11.6,"Hardhat has 10 contest repos depending on it (high leverage) vs chains has 0 (standalone), Hardhat has 1.4M npm downloads/mo and 757 SO questions (strong adoption at critical developer path) vs chains has only stars/fork stats, Hardhat is a core development framework with no single substitute (high uniqueness) while chains is a data repository with multiple alternatives like chainlist.org, and Hardhat's jury BT rank (#9, +1.24) vastly exceeds chains (#44, -0.63), making Hardhat win by 10x on leverage and adoption factors.",full,1.0,deepseek: B 10x | mistral-large: B 15x | nemotron-v1: B 8x | llama70b: B 15x,LLM_ensemble_v7,ethereum
ethereum-lists/chains,foundry-rs/foundry,2,5.6,"Foundry has higher irreplaceability as a core development toolkit with 10,201 stars, 1,742 recent commits, and 3,282 Stack Overflow questions indicating deep adoption in smart contract development, while chains has 9,827 stars but 0 ecosystem dependents and lower technical criticality (a chain list is replaceable by alternatives like chainlist.org). Foundry's leverage is higher due to its role as a modular toolkit used across many Ethereum projects, despite 0 contest repo dependents. Adoption at critical paths favors Foundry with active development and community engagement. Uniqueness is moderate for both, but Foundry's comprehensive toolset (forge, cast, anvil) has fewer direct substitutes than a chain list. The 5x multiplier reflects Foundry's clear edge in developer tooling criticality and adoption, consistent with jury patterns where a core dev tool beats a peripheral data repo by a moderate margin.",full,1.0,deepseek: B 5x | mistral-large: B 8x | llama70b: B 5x | nemotron-v1: B 5x,LLM_ensemble_v7,ethereum
ethereum-lists/chains,openzeppelin/openzeppelin-contracts,2,12.8,"OpenZeppelin Contracts has 7 contest repo dependents (high leverage), 2.7M monthly npm downloads (massive adoption), and is a core library for secure smart contract development, making it far more critical than ethereum-lists/chains which has 0 dependents and is a standalone data repository with no irreplaceability in Ethereum's core infrastructure.",full,1.0,deepseek: B 15x | mistral-large: B 15x | nemotron-v1: B 8x | llama70b: B 15x,LLM_ensemble_v7,ethereum
ethereum-lists/chains,ethereum/eips,2,11.6,"Ethereum/eips is far more irreplaceable: it is the canonical repository for all Ethereum Improvement Proposals, which define the protocol's evolution, and has 1 contest repo depending on it, while ethereum-lists/chains is a standalone utility with 0 dependents. EIPs also has higher adoption with 13,800 stars, 1,118 recent commits, and 106 Stack Overflow questions vs chains' 9,827 stars and 314 commits. The uniqueness of EIPs as the single source of truth for Ethereum standards gives it a decisive edge, justifying a 10x multiplier based on the jury's calibration where EIPs beat mev-boost by 10x.",full,1.0,deepseek: B 10x | nemotron-v1: B 8x | mistral-large: B 15x | llama70b: B 15x,LLM_ensemble_v7,ethereum
ethereum-lists/chains,succinctlabs/sp1,2,7.1,"SP1 has higher irreplaceability as a ZK proving system enabling Ethereum scaling (ZK-rollups) with no direct substitute, while chains is a data repo with many alternatives; SP1 has 1 ecosystem dependent vs 0 for chains, showing more leverage; SP1 has active development (1032 commits/12mo, 0 days since commit) and Cargo downloads (188,595/mo) indicating real adoption, while chains has only stars (9,827) as a weak signal; SP1's uniqueness as a Rust-based zkVM for Ethereum is higher than chains which is one of many chain registries. The 5x multiplier reflects SP1's clear but not extreme advantage, consistent with jury calibration where repos with moderate differences in criticality are 3-10x.",full,1.0,deepseek: B 5x | mistral-large: B 8x | nemotron-v1: B 8x | llama70b: B 8x,LLM_ensemble_v7,ethereum
ethereum-lists/chains,supranational/blst,2,13.9,"supranational/blst is a core BLS12-381 cryptographic library that 8 contest repos depend on, underpinning the entire Ethereum staking and validator ecosystem with 3.99M monthly Cargo downloads, making it irreplaceable for consensus security; ethereum-lists/chains has 0 dependents and is a standalone data repository with many alternatives, so blst wins by 15x on irreplaceability and ecosystem leverage.",full,1.0,deepseek: B 15x | nemotron-v1: B 12x | llama70b: B 15x,LLM_ensemble_v7,ethereum
ethereum-lists/chains,risc0/risc0-ethereum,2,7.5,"RISC Zero Ethereum has higher irreplaceability as a critical ZK verifiable computing platform for Ethereum rollups and validity proofs, with a jury BT rank of #11 (+1.14) indicating strong technical importance, while ethereum-lists/chains is a peripheral data repository ranked #44 (-0.63) with 0 ecosystem dependents and multiple alternatives like chainlist.org. RISC Zero's uniqueness as a general-purpose ZK execution environment for Ethereum outweighs chains' higher stars (219 vs 9,827) and recent commits.",full,1.0,deepseek: B 5x | mistral-large: B 10x | nemotron-v1: B 8x | llama70b: B 8x,LLM_ensemble_v7,ethereum
ethereum-lists/chains,ethereum/consensus-specs,2,15.3,"ethereum/consensus-specs is the canonical specification for Ethereum's proof-of-stake consensus layer, defining the protocol that all consensus clients (Lighthouse, Prysm, Teku, Nimbus, Lodestar) implement — without it, the entire PoS ecosystem would lack a unified reference, making it irreplaceable. In contrast, ethereum-lists/chains is a useful registry of EVM chain metadata but has zero contest repo dependents and is easily substitutable (e.g., chainlist.org, manual configuration). The jury BT rank confirms this: consensus-specs ranks #3 (+1.73) vs chains at #44 (-0.63), a gap of ~2.36 BT points, which historically corresponds to multipliers of 10–30x. Given that consensus-specs is a core protocol spec with no alternative, while chains is a peripheral utility, a 15x multiplier is justified.",full,1.0,deepseek: B 15x | mistral-large: B 30x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
ethereum-lists/chains,ethereum/execution-apis,2,13.8,"Repository 2 (ethereum/execution-apis) has 1 contest repo dependency and is the canonical JSON-RPC specification for all execution clients, making it irreplaceable for Ethereum's critical infrastructure, while Repository 1 (ethereum-lists/chains) has 0 contest repo dependencies and is a standalone metadata repository with no direct impact on core functionality. Execution-apis wins by 20x due to irreplaceability (core client interoperability) and ecosystem leverage (direct dependency in critical tooling), whereas chains is a peripheral utility with no unique or critical role.",full,1.0,mistral-large: B 20x | deepseek: B 15x | nemotron-v1: B 8x | llama70b: B 15x,LLM_ensemble_v7,ethereum
ethereum-lists/chains,ethers-io/ethers.js,2,11.6,"ethers-io/ethers.js has 16 contest repos depending on it (high leverage) and 10.6M npm downloads/month (massive adoption at critical paths), while ethereum-lists/chains has 0 dependents and is a standalone data repository with no irreplaceability — if chains disappeared, alternatives like chainlist.org exist; ethers.js is a core library that would break 16 repos and countless dApps, making it 15x more important by irreplaceability and leverage.",full,1.0,deepseek: B 15x | mistral-large: B 10x | nemotron-v1: B 8x | llama70b: B 15x,LLM_ensemble_v7,ethereum
ethereum/js-ethereum-cryptography,ethereum/go-ethereum,2,19.2,"go-ethereum has 45.4% client market share, 8 contest repo dependents, and is one of only ~5 execution clients — its disappearance would break ~45% of Ethereum nodes. js-ethereum-cryptography has 3 dependents and is a pure JS library with multiple alternatives (e.g., ethers.js, web3.js handle crypto), making it far less irreplaceable. The 30x multiplier reflects the extreme gap between a core execution client and a peripheral utility library.",full,1.0,deepseek: B 30x | mistral-large: B 20x | nemotron-v1: B 15x | llama70b: B 15x,LLM_ensemble_v7,ethereum
ethereum/js-ethereum-cryptography,hyperledger/besu,2,7.4,"Repository 2 (hyperledger/besu) has 9.2% client market share (critical adoption) and is one of only 5-6 Ethereum execution clients (high irreplaceability), while Repository 1 (ethereum/js-ethereum-cryptography) has 3 contest repo dependencies (moderate leverage) but is a cryptographic library with alternatives (e.g., noble/curves). Besu wins by 10x because execution clients are foundational to Ethereum's infrastructure, whereas cryptographic libraries, while important, have viable substitutes and lower ecosystem leverage.",full,1.0,mistral-large: B 10x | deepseek: B 5x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
ethereum/js-ethereum-cryptography,nethermindeth/nethermind,2,10.6,"Repo 2 (nethermindeth/nethermind) has 19.0% client market share (critical adoption) and is one of only 5-6 Ethereum execution clients (high irreplaceability), while Repo 1 (js-ethereum-cryptography) has 3 contest repo dependencies (moderate leverage) but multiple alternative cryptographic libraries exist (low uniqueness). Therefore, Nethermind wins by 10x because irreplaceability and adoption at critical infrastructure (execution clients) outweigh leverage from a replaceable utility library.",full,1.0,mistral-large: B 10x | deepseek: B 15x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
ethereum/js-ethereum-cryptography,sigp/lighthouse,2,13.6,"Lighthouse has 50.8% client market share and is one of only ~5 consensus clients securing Ethereum's proof-of-stake, making it highly irreplaceable (Ethereum would lose half its validators without it), while js-ethereum-cryptography has 3 contest repo dependents and 7.5M npm downloads but is a pure JS library with multiple cryptographic alternatives (e.g., ethers.js, web3.js) and no direct role in consensus/execution. Lighthouse's adoption at a critical path (50.8% market share) and jury BT rank #4 (+1.65) far outweigh js-ethereum-cryptography's npm downloads and 3 dependents, justifying a 15x multiplier for irreplaceability and ecosystem leverage.",full,1.0,deepseek: B 15x | mistral-large: B 10x | llama70b: B 15x | nemotron-v1: B 15x,LLM_ensemble_v7,ethereum
ethereum/js-ethereum-cryptography,consensys/teku,2,9.2,"Teku is one of only ~5 consensus clients that secure Ethereum's proof-of-stake network with 10.2% market share, making it irreplaceable for client diversity — Ethereum would be less secure without it. js-ethereum-cryptography, while having 7.5M monthly npm downloads and 3 contest repo dependents, is a pure JS library with multiple viable alternatives (ethers.js, web3.js, or direct noble/scure usage). The jury BT rank confirms Teku's importance at #22 (+0.31) vs js-ethereum-cryptography being unranked. Teku wins decisively on irreplaceability (40% factor) and adoption at critical paths (20% factor), outweighing js-ethereum-cryptography's leverage from 3 dependents. The 8x multiplier reflects a clear gap between a core consensus client and a utility library, consistent with jury patterns where clients beat tools by 5-10x.",full,1.0,deepseek: B 8x | mistral-large: B 8x | llama70b: B 15x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
ethereum/js-ethereum-cryptography,argotorg/solidity,2,10.6,"Solidity is the primary smart contract language for Ethereum, with 25,584 stars, 820 contributors, 576 commits/year, and 6,667 Stack Overflow questions, making it irreplaceable as the dominant EVM compiler with no viable alternative for most developers, while js-ethereum-cryptography (758 stars, 7.5M npm downloads/mo, 3 dependents) is a useful but replaceable JS library with multiple alternatives like ethers.js and web3.js. Solidity's irreplaceability and uniqueness (only major EVM language) far outweigh js-ethereum-cryptography's moderate adoption, justifying a 15x multiplier based on jury calibration where unique compilers like Vyper beat clients by 8x.",strong,0.85,deepseek: B 15x | mistral-large: B 10x | nemotron-v1: B 8x | llama70b: A 15x,LLM_ensemble_v7,ethereum
ethereum/js-ethereum-cryptography,vyperlang/vyper,2,9.4,"Repo 2 (vyperlang/vyper) has unmatched irreplaceability as the ONLY alternative EVM compiler alongside Solidity, while Repo 1 (js-ethereum-cryptography) is a cryptographic library with 3 contest repo dependents and multiple viable alternatives (e.g., noble/curves, scure). Vyper's adoption at critical paths is demonstrated by its PyPI downloads (175K/mo) and direct role in smart contract development, whereas js-ethereum-cryptography's npm downloads (7.5M/mo) reflect broader but less critical usage. Vyper's uniqueness is absolute (no substitute), while js-ethereum-cryptography has overlapping alternatives. The multiplier of 8x aligns with jury precedent (e.g., Vyper's 8x win over Teku) due to its foundational role in Ethereum's execution layer.",full,1.0,mistral-large: B 8x | deepseek: B 8x | nemotron-v1: B 8x | llama70b: B 15x,LLM_ensemble_v7,ethereum
ethereum/js-ethereum-cryptography,nomicfoundation/hardhat,1,1.5,"Repository 1 (ethereum/js-ethereum-cryptography) has higher irreplaceability due to its unique cryptographic primitives, whereas Repository 2 (nomicfoundation/hardhat) is a development environment with alternatives. Although Hardhat has more ecosystem dependencies (10 contest repos) and higher adoption (1,426,379/mo npm downloads), the cryptographic library's leverage is critical as 3 contest repos depend on it, indicating its importance in Ethereum's core functionality. The multiplier of 8.0 reflects the significant difference in irreplaceability and technical importance, outweighing the popularity and adoption of Hardhat.",weak,0.3,deepseek: B 5x | llama70b: A 8x | nemotron-v1: B 8x | mistral-large: A 5x,LLM_ensemble_v7,ethereum
ethereum/js-ethereum-cryptography,foundry-rs/foundry,1,7.8,"Repo 1 (js-ethereum-cryptography) has 3 contest repos depending on it vs Repo 2 (foundry-rs/foundry) having 0, giving it significantly higher ecosystem leverage. While Foundry is widely adopted (10k+ stars, 3.2k Stack Overflow questions), it is a standalone tool with multiple alternatives (Hardhat, Truffle, etc.), whereas js-ethereum-cryptography provides audited cryptographic primitives critical for Ethereum's security and has no direct alternative in the JS ecosystem. The multiplier reflects the clear gap in irreplaceability and leverage despite Foundry's popularity.",strong,0.85,deepseek: B 5x | mistral-large: A 8x | llama70b: A 8x | nemotron-v1: A 8x,LLM_ensemble_v7,ethereum
ethereum/js-ethereum-cryptography,openzeppelin/openzeppelin-contracts,2,6.3,"OpenZeppelin Contracts has 7 contest repo dependents vs js-ethereum-cryptography's 3, and is a core library for secure smart contract development with 27k stars and 494 contributors, while js-ethereum-cryptography is a pure JS crypto library with 758 stars and 12 contributors. OpenZeppelin's irreplaceability is higher because it provides the foundational, audited building blocks for countless Ethereum smart contracts, whereas js-ethereum-cryptography, though useful, has alternatives like ethers.js's built-in crypto. The multiplier of 5x reflects OpenZeppelin's clear edge in ecosystem leverage and adoption, but not an extreme gap since both serve important but different niches.",majority,0.6,deepseek: B 5x | mistral-large: A 5x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
ethereum/js-ethereum-cryptography,ethereum/eips,2,8.9,"Ethereum EIPs has 13,800 stars, 1,015 contributors, 1,118 commits in 12 months, and a jury BT score of +1.44 (rank #8), while js-ethereum-cryptography has 758 stars, 12 contributors, 10 commits in 12 months, and no jury rank. EIPs is the canonical specification process for all Ethereum upgrades, making it irreplaceable for protocol development, whereas js-ethereum-cryptography is a pure JS library with 3 contest dependents but multiple alternative implementations (e.g., ethers.js, web3.js). EIPs has higher adoption at critical paths (106 Stack Overflow questions, 0 days since last commit) and uniqueness as the sole repository for Ethereum improvement proposals. Therefore, EIPs wins by 10x due to its irreplaceability and ecosystem leverage as the core specification hub.",majority,0.6,deepseek: B 10x | mistral-large: A 5x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
ethereum/js-ethereum-cryptography,succinctlabs/sp1,1,7.0,"Repo 1 (js-ethereum-cryptography) has 3 contest repo dependents vs Repo 2 (SP1) has 1, and its npm downloads (7.5M/mo) far exceed SP1's Cargo downloads (188K/mo). While SP1 is a powerful zkVM, it is not Ethereum-specific and has viable alternatives (e.g., RISC Zero, zkSync Era's zkVM), whereas js-ethereum-cryptography provides audited, pure-JS cryptographic primitives that are irreplaceable for browser-based Ethereum dApps and wallets, making it more critical to Ethereum's ecosystem. The 5x multiplier reflects a clear but not extreme gap in irreplaceability and adoption at critical paths.",full,1.0,deepseek: A 5x | mistral-large: A 8x | nemotron-v1: A 8x | llama70b: A 8x,LLM_ensemble_v7,ethereum
ethereum/js-ethereum-cryptography,supranational/blst,2,7.1,"Repo 2 (supranational/blst) has 8 contest repo dependencies vs Repo 1 (js-ethereum-cryptography) has 3, therefore blst wins by 8x because ecosystem leverage is the dominant factor. Additionally, blst is a core BLS12-381 cryptographic primitive underpinning Ethereum's staking and validator infrastructure (irreplaceability: HIGH), while js-ethereum-cryptography, though widely downloaded, has multiple alternative JS crypto libraries (uniqueness: LOW). The jury BT rank (+0.89 for blst) further confirms its criticality.",full,1.0,mistral-large: B 8x | deepseek: B 5x | nemotron-v1: B 8x | llama70b: B 8x,LLM_ensemble_v7,ethereum
ethereum/js-ethereum-cryptography,risc0/risc0-ethereum,1,7.1,"Repo 1 (js-ethereum-cryptography) has 7.5M npm downloads/month and 3 contest repo dependents, providing essential cryptographic primitives for Ethereum's JS ecosystem with no direct alternative, while Repo 2 (risc0-ethereum) has 0 dependents and is a standalone ZK tool with alternatives like SP1 or zkSync; Repo 1 wins on irreplaceability and ecosystem leverage, with a 5x multiplier reflecting a clear but not extreme gap.",full,1.0,deepseek: A 5x | mistral-large: A 8x | nemotron-v1: A 8x | llama70b: A 8x,LLM_ensemble_v7,ethereum
ethereum/js-ethereum-cryptography,ethereum/consensus-specs,2,10.6,"consensus-specs is the canonical specification for Ethereum's proof-of-stake consensus layer, defining the protocol that all consensus clients implement; its irreplaceability is absolute because without it there would be no single source of truth for the beacon chain, and it has the highest jury BT rank (#3, +1.73) among all evaluated repos. js-ethereum-cryptography, while widely adopted (7.5M npm downloads/mo) and depended on by 3 contest repos, is a pure JS implementation of cryptographic primitives with multiple alternatives (e.g., ethers.js, @noble/curves, blst bindings), making it far less critical to Ethereum's core functioning. The 15x multiplier reflects the gap between a foundational protocol spec that every client team relies on and a convenience library that, though popular, is replaceable.",strong,0.85,deepseek: B 15x | mistral-large: B 10x | nemotron-v1: B 8x | llama70b: A 15x,LLM_ensemble_v7,ethereum
ethereum/js-ethereum-cryptography,ethereum/execution-apis,2,8.2,"execution-apis has irreplaceability as the canonical specification that all execution clients must implement, with 90 contributors and active development (1 day since last commit), while js-ethereum-cryptography is a pure JS library with viable alternatives (e.g., ethers.js, web3.js) and only 3 contest repo dependents. execution-apis also has higher adoption at critical paths (all Ethereum clients depend on it) and a jury BT rank of #13 (+1.07) vs js-ethereum-cryptography's unranked status. Although js-ethereum-cryptography has high npm downloads (7.5M/mo), execution-apis's specification role is more fundamental to Ethereum's operation, justifying a 5x multiplier.",full,1.0,deepseek: B 5x | mistral-large: B 8x | nemotron-v1: B 8x | llama70b: B 15x,LLM_ensemble_v7,ethereum
ethereum/js-ethereum-cryptography,ethers-io/ethers.js,2,6.8,"ethers-io/ethers.js has 16 contest repo dependents vs js-ethereum-cryptography's 3, giving it far higher ecosystem leverage. It also has 10.6M monthly npm downloads vs 7.5M, and 8,650 stars vs 758, showing much broader adoption at critical paths. While js-ethereum-cryptography provides important cryptographic primitives, ethers.js is a complete, irreplaceable library that 16 other core repos depend on, making it more critical to Ethereum's success by 5x.",strong,0.85,deepseek: B 5x | mistral-large: A 5x | llama70b: B 8x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
ethereum/py_ecc,ethereum/go-ethereum,2,20.6,"go-ethereum has 45.4% client market share, 8 contest repo dependents, and is the primary execution client implementation that Ethereum's mainnet relies on daily, while py_ecc is a niche Python library with only 2 dependents, 225 stars, and no audit, making go-ethereum far more irreplaceable and leveraged by a 30x margin.",full,1.0,deepseek: B 30x | nemotron-v1: B 15x | llama70b: B 20x | mistral-large: B 20x,LLM_ensemble_v7,ethereum
ethereum/py_ecc,hyperledger/besu,1,1.5,"Repository 1 (py_ecc) has 2 contest repos depending on it, contributing to its ecosystem leverage, whereas Repository 2 (besu) has 0 contest repos depending on it. Although besu has a strong client market share of 9.2%, py_ecc's irreplaceability is higher due to its unique elliptic curve crypto implementation, including secp256k1, altbn128, and bls12381, which are crucial for Ethereum's cryptography. Furthermore, besu has alternatives such as geth, erigon, and nethermind, reducing its uniqueness score. Therefore, py_ecc wins by 8x because its irreplaceability and leverage factors outweigh besu's adoption factor.",weak,0.3,mistral-large: B 8x | deepseek: B 10x | llama70b: A 8x | nemotron-v1: A 8x,LLM_ensemble_v7,ethereum
ethereum/py_ecc,nethermindeth/nethermind,2,13.4,"Nethermind is an Ethereum execution client with 19% market share, making it one of only 5-6 core clients that process all mainnet transactions; its disappearance would severely degrade Ethereum's client diversity and resilience. py_ecc is a Python elliptic curve library with 2 contest repo dependents and 902k monthly downloads, but it has viable alternatives (e.g., coincurve, py_ecc's own BLS bindings) and is not audited. Nethermind's irreplaceability as a core client far outweighs py_ecc's moderate adoption, justifying a 30x multiplier based on the jury's pattern of ranking core clients 20-50x above peripheral tools.",strong,0.85,deepseek: B 30x | mistral-large: B 10x | nemotron-v1: B 8x | llama70b: A 8x,LLM_ensemble_v7,ethereum
ethereum/py_ecc,sigp/lighthouse,2,12.4,"Lighthouse is a core consensus client with 50.8% market share, making it irreplaceable for Ethereum's proof-of-stake security; its disappearance would break ~half of all validators. py_ecc is a niche crypto library with 2 dependents and no audit, replaceable by alternatives like coincurve or blspy. Lighthouse's adoption at critical path (50.8% share) vastly outweighs py_ecc's 902k monthly downloads, and its jury BT rank of #4 (+1.65) confirms high importance. The 20x multiplier reflects the extreme gap between a dominant consensus client and a peripheral utility.",full,1.0,deepseek: B 20x | mistral-large: B 10x | nemotron-v1: B 8x | llama70b: B 15x,LLM_ensemble_v7,ethereum
ethereum/py_ecc,consensys/teku,2,10.8,"Teku is one of only ~5 Ethereum consensus clients with 10.2% market share, making it irreplaceable for network security — if it disappeared, 10% of validators would be orphaned. py_ecc is a Python elliptic curve library with 2 contest dependents and 902K monthly downloads, but it has multiple alternatives (e.g., coincurve, eth-keys) and is not audited. Teku's irreplaceability and adoption at a critical path (consensus client) vastly outweigh py_ecc's moderate ecosystem leverage, justifying a 15x multiplier.",full,1.0,deepseek: B 15x | mistral-large: B 8x | nemotron-v1: B 8x | llama70b: B 15x,LLM_ensemble_v7,ethereum
ethereum/py_ecc,argotorg/solidity,2,9.3,"Solidity is the dominant smart contract language for Ethereum, with 25,584 stars, 820 contributors, 576 commits in 12 months, and 6,667 Stack Overflow questions, making it irreplaceable as the primary EVM compiler with no viable alternative for most developers. py_ecc has only 225 stars, 28 contributors, 15 commits in 12 months, and 2 contest repo dependents, serving a niche cryptographic library role with alternatives like coincurve or blst. Solidity's irreplaceability and ecosystem leverage (every Ethereum dApp depends on it) vastly outweigh py_ecc's limited adoption and uniqueness, justifying a 10x multiplier based on jury data where Solidity beat Hardhat by 5x and Vyper (another compiler) ranked #1 overall.",strong,0.85,deepseek: B 10x | mistral-large: B 10x | nemotron-v1: B 8x | llama70b: A 10x,LLM_ensemble_v7,ethereum
ethereum/py_ecc,vyperlang/vyper,2,9.4,"Vyper is the only alternative EVM smart contract compiler to Solidity, making it irreplaceable for Ethereum's security and diversity (uniqueness max). It has 5,172 stars, 248 contributors, 181 commits/year, and is actively maintained (1 day since last commit). It is ranked #1 of 58 jury-evaluated repos with a BT score of +2.39, indicating extreme criticality. In contrast, py_ecc is a niche elliptic curve library with only 2 contest repo dependents, 225 stars, 28 contributors, 15 commits/year, and 83 days since last commit; while useful, it has multiple alternatives (e.g., coincurve, eth-keys) and is not audited. Vyper's irreplaceability and uniqueness far outweigh py_ecc's moderate adoption, justifying an 8x multiplier.",full,1.0,deepseek: B 8x | mistral-large: B 8x | nemotron-v1: B 8x | llama70b: B 15x,LLM_ensemble_v7,ethereum
ethereum/py_ecc,nomicfoundation/hardhat,1,1.5,"Repo 1 (py_ecc) has critical irreplaceability as a BLS12-381 cryptographic primitive library underpinning Ethereum's staking and validator infrastructure, with no direct alternative for its role in consensus-layer cryptography, while Repo 2 (hardhat) is a widely-adopted but replaceable developer tool (10 contest deps vs 2 for py_ecc, but those 2 are likely core consensus/validator repos). Hardhat's 1.4M npm downloads and 8.4k stars reflect popularity, but py_ecc's 902k PyPI downloads include critical-path usage in consensus clients (e.g., Teku, Prysm) despite lower visibility. The 5x multiplier reflects py_ecc's unique role in Ethereum's cryptographic foundation vs Hardhat's high but substitutable leverage in developer workflows.",weak,0.3,deepseek: B 8x | mistral-large: A 5x | llama70b: A 8x | nemotron-v1: B 5x,LLM_ensemble_v7,ethereum
ethereum/py_ecc,foundry-rs/foundry,1,8.0,"Repo 1 (py_ecc) has 2 contest repos depending on it (leverage) and provides critical BLS12-381 cryptographic primitives underpinning Ethereum's staking and validator infrastructure (irreplaceability), while Repo 2 (foundry-rs/foundry) has 0 contest repos depending on it (no leverage) and is a standalone developer tool with multiple alternatives (e.g., Hardhat, Truffle). Despite Foundry's higher GitHub stars (10,201 vs 225) and Stack Overflow activity (3,282 questions), py_ecc's role in consensus-layer cryptography makes it far more critical to Ethereum's core functionality. The multiplier reflects the clear gap in irreplaceability and leverage, calibrated to the 7.5–10x range for core crypto primitives vs developer tools.",strong,0.85,deepseek: B 5x | mistral-large: A 8x | nemotron-v1: A 8x | llama70b: A 8x,LLM_ensemble_v7,ethereum
